threshold,false_positive_rate,true_positive_rate,youden_j,cumulative_risky,cumulative_favorable,ks_gap,population_share
0.944139301776886,0.00089126559714795,0.20387243735763097,0.20298117176048303,0.20387243735763097,0.00089126559714795,0.20298117176048303,0.09
0.9436150193214417,0.00089126559714795,0.20444191343963553,0.20355064784248758,0.20444191343963553,0.00089126559714795,0.20355064784248758,0.09025
0.9435641765594482,0.00089126559714795,0.20956719817767655,0.2086759325805286,0.20956719817767655,0.00089126559714795,0.2086759325805286,0.0925
0.9432330131530762,0.00089126559714795,0.21070615034168566,0.20981488474453772,0.21070615034168566,0.00089126559714795,0.20981488474453772,0.093
0.9431461691856384,0.00089126559714795,0.21127562642369022,0.21038436082654227,0.21127562642369022,0.00089126559714795,0.21038436082654227,0.09325
0.9430375695228577,0.00089126559714795,0.21184510250569477,0.21095383690854683,0.21184510250569477,0.00089126559714795,0.21095383690854683,0.0935
0.9429320096969604,0.00089126559714795,0.21241457858769933,0.21152331299055138,0.21241457858769933,0.00089126559714795,0.21152331299055138,0.09375
0.9428317546844482,0.00089126559714795,0.21298405466970388,0.21209278907255594,0.21298405466970388,0.00089126559714795,0.21209278907255594,0.094
0.9428065419197083,0.00089126559714795,0.21355353075170844,0.2126622651545605,0.21355353075170844,0.00089126559714795,0.2126622651545605,0.09425
0.942804217338562,0.00089126559714795,0.214123006833713,0.21323174123656505,0.214123006833713,0.00089126559714795,0.21323174123656505,0.0945
0.9422680139541626,0.001336898395721925,0.21469248291571755,0.21335558451999562,0.21469248291571755,0.001336898395721925,0.21335558451999562,0.095
0.94162917137146,0.001336898395721925,0.2152619589977221,0.21392506060200017,0.2152619589977221,0.001336898395721925,0.21392506060200017,0.09525
0.9415828585624695,0.0017825311942959,0.219248291571754,0.2174657603774581,0.219248291571754,0.0017825311942959,0.2174657603774581,0.09725
0.9415420889854431,0.0017825311942959,0.21981776765375854,0.21803523645946266,0.21981776765375854,0.0017825311942959,0.21803523645946266,0.0975
0.9412891268730164,0.0017825311942959,0.2203872437357631,0.2186047125414672,0.2203872437357631,0.0017825311942959,0.2186047125414672,0.09775
0.9411863088607788,0.0017825311942959,0.22095671981776766,0.21917418862347177,0.22095671981776766,0.0017825311942959,0.21917418862347177,0.098
0.9411500692367554,0.0017825311942959,0.224373576309795,0.2225910451154991,0.224373576309795,0.0017825311942959,0.2225910451154991,0.0995
0.9405432343482971,0.0017825311942959,0.22494305239179954,0.22316052119750365,0.22494305239179954,0.0017825311942959,0.22316052119750365,0.09975
